39875,5.508,-7.155,2.376,0.025523,0.015031,0.156898,99747.09,-154,+5,-139
39885,5.386,-7.205,2.414,0.035101,0.004921,0.173926,99747.09,-154,+5,-139
39896,5.351,-7.241,2.883,0.039358,-0.012107,0.179779,99747.86,-154,+5,-138
39905,5.329,-7.252,3.211,0.042018,-0.046694,0.176586,99749.00,-153,+5,-139
39915,5.155,-7.429,2.883,0.030844,-0.053079,0.170201,99743.47,-153,+5,-139
39925,5.081,-7.455,2.643,0.007963,-0.033569,0.151932,99747.98,-153,+5,-139
39934,5.016,-7.472,2.357,-0.013321,-0.001997,0.132421,99747.98,-153,+5,-139
39945,5.022,-7.386,2.062,-0.026624,0.030462,0.105816,99749.27,-153,+3,-139
39955,5.175,-7.294,2.078,-0.025559,0.057600,0.086128,99747.98,-153,+4,-139
39965,5.295,-7.243,2.104,-0.010660,0.067710,0.085595,99745.40,-153,+4,-139
39975,5.405,-7.196,2.187,0.003174,0.054939,0.106348,99745.40,-153,+4,-139
39986,5.151,-7.339,2.290,0.032441,0.042700,0.116990,99749.58,-153,+3,-140
39995,5.265,-7.350,2.630,0.040422,0.036847,0.114861,99744.58,-153,+3,-139
40005,5.172,-7.397,2.522,0.040954,0.027801,0.114861,99744.58,-153,+3,-139
40015,5.024,-7.382,2.503,0.040422,0.028866,0.102623,99747.13,-153,+3,-138
40025,5.132,-7.272,2.638,0.042551,0.035251,0.090916,99746.61,-153,+2,-139
40035,5.162,-7.267,2.643,0.047872,0.028866,0.090384,99746.61,-153,+2,-138
40041,5.104,-7.248,2.401,0.055853,0.024609,0.095173,99746.30,-153,+2,-138
40050,5.091,-7.236,2.226,0.067028,0.018223,0.102091,99746.57,-153,+1,-138
40060,5.060,-7.313,2.139,0.085651,0.015563,0.101559,99744.80,-153,+1,-138
40070,5.098,-7.364,2.232,0.103211,0.018756,0.094109,99743.07,-153,+1,-138
40080,5.152,-7.387,2.507,0.117578,0.012370,0.088256,99743.07,-153,+0,-138
40090,5.153,-7.527,2.596,0.126092,0.000132,0.084531,99749.20,-153,+0,-137
40100,5.120,-7.586,2.801,0.120239,-0.005189,0.069632,99747.10,-153,+0,-138
40111,5.108,-7.582,3.041,0.103211,-0.014235,0.052605,99745.02,-153,+0,-138
40120,5.170,-7.478,3.154,0.078202,-0.022749,0.040366,99744.29,-153,-1,-138
40130,5.228,-7.313,3.354,0.061174,-0.052547,0.037706,99744.29,-153,+0,-138
40140,5.229,-7.319,2.868,0.048404,-0.067978,0.048348,99749.15,-153,-1,-138
40151,5.067,-7.423,2.456,0.039358,-0.068510,0.045155,99746.79,-153,-1,-138
40160,5.068,-7.327,2.458,0.028716,-0.050951,0.045687,99747.05,-152,-1,-138
