5,-9.715671,0.207098,0.633266,-0.001814,-0.002867,-0.003762,100326.710938
15,-9.738416,0.118513,0.603339,0.000846,-0.003399,-0.002698,100326.820312
25,-9.715671,0.150835,0.645237,-0.001814,-0.001803,-0.002166,100326.820312
35,-9.728839,0.167594,0.639252,-0.002347,-0.000206,-0.001634,100326.820312
45,-9.771935,0.150835,0.622492,-0.002879,-0.000206,-0.000037,100326.820312
55,-9.753978,0.135272,0.605733,-0.003943,-0.000206,0.001027,100326.820312
65,-9.746795,0.154426,0.616507,-0.007136,-0.000206,0.001559,100326.843750
75,-9.736021,0.181959,0.612916,-0.006603,-0.001270,0.000495,100326.843750
90,-9.727641,0.203507,0.651223,-0.006071,-0.001803,0.000495,100326.843750
100,-9.732430,0.187945,0.620098,-0.002347,-0.000206,-0.000037,100326.843750
110,-9.773131,0.172383,0.623690,-0.000218,-0.000206,0.000495,100326.843750
120,-9.704897,0.196325,0.647632,-0.001282,0.000326,-0.000569,100326.773438
130,-9.751583,0.158017,0.602142,0.000846,0.000858,-0.001101,100326.773438
145,-9.732430,0.146046,0.651223,0.001378,-0.000206,-0.000037,100326.773438
155,-9.726444,0.178368,0.630872,0.001378,0.000326,-0.000037,100326.773438
170,-9.764751,0.155623,0.599748,0.000846,-0.000206,0.001559,100326.773438
180,-9.715671,0.190339,0.608127,-0.003943,-0.000738,0.000495,100326.703125
190,-9.736021,0.207098,0.587777,-0.002879,-0.002335,-0.000569,100326.703125
200,-9.728839,0.175974,0.614113,0.000314,-0.002335,-0.001634,100326.703125
210,-9.731233,0.185551,0.646434,-0.000218,-0.001270,-0.003230,100326.703125
220,-9.742006,0.173580,0.622492,0.003507,-0.001270,-0.004294,100326.703125
230,-9.774328,0.148441,0.573411,0.001378,-0.002867,-0.003762,100326.632812
240,-9.738416,0.162806,0.609324,0.000314,-0.002335,-0.002698,100326.632812
250,-9.714474,0.149638,0.597353,0.000846,-0.001270,-0.004294,100326.632812
260,-9.691729,0.166397,0.588974,0.000846,-0.002335,-0.002166,100326.632812
270,-9.726444,0.174777,0.634463,0.000846,-0.002335,-0.003762,100326.632812
280,-9.743204,0.199916,0.579397,0.001378,-0.002335,-0.002166,100326.632812
290,-9.730036,0.136469,0.609324,0.002974,-0.001803,-0.002166,100326.757812
300,-9.756371,0.134075,0.673968,0.001378,-0.001803,-0.001634,100326.757812
310,-9.739613,0.171185,0.657208,0.002442,-0.001803,-0.000569,100326.757812
320,-9.773131,0.146046,0.621295,0.001378,-0.000738,-0.001101,100326.757812
330,-9.727641,0.171185,0.620098,-0.000218,-0.001270,-0.000569,100326.757812
340,-9.746795,0.178368,0.641646,-0.003411,-0.002335,-0.001634,100326.625000
350,-9.724051,0.177171,0.598550,-0.002347,-0.002867,-0.001634,100326.625000
365,-9.714474,0.178368,0.623690,-0.000218,-0.002867,-0.003762,100326.625000
375,-9.789890,0.185551,0.633266,0.000846,-0.000738,-0.004294,100326.625000
385,-9.758766,0.147243,0.635661,-0.000750,-0.000738,-0.003762,100326.625000
395,-9.709685,0.150835,0.591368,-0.002347,-0.001270,-0.003762,100326.601562
405,-9.752781,0.137667,0.644040,-0.000218,0.000326,-0.003230,100326.601562
415,-9.739613,0.185551,0.647632,-0.000218,0.000326,-0.002166,100326.601562
425,-9.744401,0.135272,0.629675,0.002974,0.000858,-0.001634,100326.601562
435,-9.739613,0.158017,0.623690,0.000314,0.001390,0.000495,100326.601562
445,-9.747993,0.158017,0.652420,0.000846,0.001922,0.000495,100326.601562
454,-9.743204,0.153229,0.606930,0.000314,0.001922,0.000495,100326.585938
465,-9.745598,0.173580,0.654814,0.000314,0.001922,-0.000569,100326.585938
475,-9.724051,0.173580,0.614113,-0.000218,0.001922,-0.001101,100326.585938
485,-9.714474,0.153229,0.603339,0.002442,0.001390,-0.000569,100326.585938
495,-9.727641,0.149638,0.629675,0.001910,0.003519,-0.001101,100326.585938
505,-9.752781,0.143652,0.588974,-0.000218,0.002986,-0.000037,100326.750000
515,-9.751583,0.150835,0.623690,-0.001814,0.000858,0.002623,100326.750000
525,-9.728839,0.161609,0.616507,-0.001814,0.001922,0.001027,100326.750000
535,-9.753978,0.169988,0.620098,-0.000750,0.000858,0.001559,100326.750000
549,-9.738416,0.171185,0.606930,-0.001814,0.000326,-0.000037,100326.750000
560,-9.744401,0.162806,0.592565,-0.002879,0.000858,0.003155,100326.820312
570,-9.724051,0.152032,0.641646,-0.003411,0.001922,0.003688,100326.820312
580,-9.755175,0.141258,0.682347,-0.002879,0.001390,0.002623,100326.820312
590,-9.740809,0.179565,0.660800,-0.001282,0.002454,0.002623,100326.820312
599,-9.732430,0.191536,0.618901,0.000314,0.001390,0.001559,100326.820312
609,-9.744401,0.159214,0.633266,0.001378,0.002454,0.001559,100326.820312
620,-9.755175,0.174777,0.620098,-0.000750,0.002454,0.001027,100326.726562
630,-9.743204,0.180762,0.641646,0.001910,0.001922,0.000495,100326.726562
640,-9.756371,0.161609,0.635661,0.004039,0.000858,-0.000569,100326.726562
650,-9.745598,0.156820,0.615310,0.001910,0.001922,-0.001101,100326.726562
660,-9.715671,0.147243,0.609324,0.000314,0.000326,-0.000037,100326.726562
670,-9.751583,0.148441,0.603339,-0.000750,0.000858,0.000495,100326.617188
685,-9.742006,0.185551,0.696713,0.000314,-0.000206,0.001027,100326.617188
695,-9.720459,0.164003,0.628478,0.001910,0.000326,0.000495,100326.617188
705,-9.750386,0.168791,0.634463,0.002974,-0.000206,0.000495,100326.617188
715,-9.728839,0.158017,0.628478,0.002442,0.001390,-0.000037,100326.617188
725,-9.736021,0.161609,0.622492,0.001910,0.001390,0.000495,100326.507812
744,-9.751583,0.159214,0.681150,0.003507,0.000326,0.000495,100326.507812
